epoch,train_loss,train_pixel_acc,train_macro_precision,train_macro_recall,train_macro_f1,train_miou,train_iou_soil,train_iou_bedrock,train_iou_sand,train_iou_big_rock,train_f1_soil,train_f1_bedrock,train_f1_sand,train_f1_big_rock,val_loss,val_pixel_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_miou,val_iou_soil,val_iou_bedrock,val_iou_sand,val_iou_big_rock,val_f1_soil,val_f1_bedrock,val_f1_sand,val_f1_big_rock
1,0.27631317048486487,0.874192284699833,0.7173109797423418,0.7266445629304574,0.7216304821323907,0.6105480054176748,0.7842835926208505,0.8248966507434081,0.6410341895902022,0.19197758871623843,0.8791019497841225,0.9040475255482701,0.7812563487782914,0.3221161044188789,0.21204468216839714,0.9208030125617642,0.8130593038350978,0.772419772147271,0.7898073044961248,0.6950531403573665,0.8572363078758715,0.8858892880016687,0.7616584105661622,0.2754285549857637,0.9231311107156116,0.9394923590025858,0.8647061269056578,0.4318996213606438
2,0.20116527259942904,0.9198611713624931,0.7886679339225797,0.8122625243741537,0.7991383770860478,0.7018397859492747,0.8654040002130611,0.8855018946072687,0.7438298413785654,0.3126234075982036,0.9278461932254362,0.9392744681290692,0.8530991083282563,0.47633373866142975,0.1848866586105444,0.9249652803682993,0.790171725205097,0.8459305488979917,0.814214181684837,0.7183698094938188,0.8898532446370819,0.8867699367370997,0.7433197945308656,0.35353626207022776,0.9417167678620384,0.9399873503074471,0.8527635570506003,0.5223890515192624
3,0.17435777431298324,0.9338120064446835,0.8216933912378417,0.8380646974078624,0.8292466795573359,0.738713885730749,0.8873146789764991,0.9031002487169274,0.789847867714719,0.3745927475148506,0.9402933054674515,0.949083212327173,0.8825865951643708,0.545023605270348,0.29394118028197125,0.8618282811523679,0.7632646445370455,0.7895808893017533,0.7708333215816812,0.6501183115103022,0.7503931884856458,0.7812990354085252,0.7329355729478934,0.3358454491991445,0.857399575616968,0.8772238909666291,0.8458890040564717,0.5028208156866558
4,0.1537045309649067,0.9443687914380456,0.8432835590879085,0.8622381562154874,0.8520732265176867,0.7685377129515395,0.9055969273994485,0.9155686743603094,0.8292268639771143,0.42375838606928573,0.9504601045246566,0.9559236237412143,0.9066419046282185,0.5952672731766577,0.14578957828827463,0.9501782823045949,0.8851121884277932,0.8398605560890733,0.8596020474917538,0.7803025780373416,0.9128071154672961,0.9212269384504054,0.8559204677557115,0.4312557904759535,0.954416269247117,0.9589985649409585,0.9223676150199229,0.6026257407590169
5,0.14141817781518198,0.9502490574994299,0.8558259533369108,0.8714030362981428,0.8631390717433494,0.7833113102683149,0.9169431938542206,0.9245236405820283,0.8408927462348798,0.45088566040213096,0.9566722652955911,0.960781796686006,0.9135706009535549,0.6215316240382454,0.24239362220265973,0.8802862678467416,0.7879198232262883,0.8015577299673707,0.7904261166772232,0.6739708649973497,0.7901020972362053,0.8127566856040233,0.7155756150025939,0.37744906214657603,0.8827452897302625,0.8967079719612312,0.834210522397852,0.5480406826195473
6,0.15668768710711628,0.939096020889739,0.8484951473898921,0.8569268532501009,0.8525134939198582,0.7660099136184234,0.8943918819587758,0.9053676903786366,0.822400779900425,0.4418793022358562,0.9442522325776787,0.9503338331492801,0.9025465627214064,0.6129213472310673,0.1362610964558611,0.9511763291795783,0.8486670015268666,0.8938260002591236,0.8684028279372786,0.7899553811856916,0.920113582251516,0.9234350670935461,0.8496921712098849,0.46658070418781966,0.9583949520029071,0.9601936482196349,0.9187390036404146,0.636283707886158
7,0.12619629456193662,0.9552376845269813,0.8753220451148542,0.8902402669370211,0.8823973523593397,0.807317552373961,0.9235618890923613,0.9317297183042648,0.8567063840567549,0.5172722180424628,0.9602622034975604,0.9646584710843341,0.9228237608409098,0.6818449740145546,0.12876116894000206,0.9586450580658062,0.8880586936538284,0.859842222824371,0.8727875834218398,0.7994496831688074,0.9268460952421226,0.9363395205650604,0.877990467565716,0.45662264930233065,0.9620343809817107,0.9671232866138422,0.9350318680832421,0.6269607980085641
8,0.11969391652962091,0.958856769748255,0.8873834900785499,0.8921234972304211,0.8896906529376598,0.8173832962084657,0.9312758299045183,0.9375339836391267,0.8601972876977275,0.5405260835924903,0.9644151451427603,0.9677600409131832,0.9248452230159795,0.7017422026787163,0.13850572847978987,0.953446687494737,0.8919977525735695,0.8658488985120512,0.8776260756052645,0.8021599544543383,0.9145370674243642,0.9259213655208208,0.8759243232878651,0.4922570615843035,0.9553610457427357,0.9615360025563094,0.9338589114855071,0.6597483426365056
9,0.11324065673137222,0.9603601186845407,0.8919168203996147,0.9057047414480964,0.8985102013891298,0.8289749571742867,0.9328849160346264,0.9391048299541362,0.8682622369039923,0.575647845804392,0.9652772478021978,0.9685962465225392,0.9294864711737403,0.7306808400580421,0.14729918011311274,0.9434778113510792,0.8336181687670451,0.880836813200091,0.8539602878134228,0.7737432642828084,0.8983245137733211,0.9056282117523362,0.8796160658436489,0.4114042657619272,0.9464393545519115,0.9504773346308535,0.9359529127544154,0.5829715493165107
10,0.11101914529656222,0.9619845278537642,0.8942177099673734,0.9062994512943605,0.9000405450211628,0.8318089765295809,0.9360186964013498,0.9410910171507513,0.8751489569746199,0.5749772355916025,0.9669521251429307,0.9696516122481009,0.9334180665690937,0.7301403761245256,0.12259649186029066,0.9586342647292235,0.8838261690256892,0.8910568155621621,0.8872366719389699,0.8153009885531491,0.9271663507341329,0.9356342106092305,0.8766665164742437,0.5217368763949897,0.9622068695631357,0.9667469250962046,0.9342805541400049,0.6857123389565345
11,0.09804285662156062,0.967310421523359,0.9096330710007514,0.9195833808214997,0.9144801943696751,0.852514729955884,0.945889255977162,0.9496618149160376,0.8854204599568468,0.6290873889734895,0.9721922797725514,0.9741810683782074,0.9392286535138594,0.772318775814082,0.1414457594058407,0.9472383449463582,0.8217940999490554,0.9036059860170389,0.85369850103883,0.7744402314314124,0.9107181671201581,0.9163341865318954,0.8642294487992213,0.4064791232743748,0.953273154347319,0.9563406977462122,0.9271706863717007,0.5780094656900887
12,0.09966899838706303,0.9653852385171229,0.9107790295857732,0.9202977433031243,0.915414452849896,0.8529246063135567,0.9411037104117708,0.9466683883913154,0.8809995772121463,0.6429267492389944,0.9696583498999618,0.9726036484037581,0.9367355398531422,0.7826602732427217,0.11739404266005132,0.9588601340534109,0.8734870914537156,0.904166949608512,0.8870261248207347,0.8163844911641227,0.9254636845365573,0.9339965858126889,0.8952788827785738,0.5107988115286711,0.9612891605990763,0.9658720110095008,0.9447463282718332,0.6761969994025289
13,0.09599549749018207,0.9680576201410247,0.9096950257021771,0.9235138681828938,0.9163364397789358,0.8555015047832953,0.9473876228915479,0.9497136907681086,0.891749101732485,0.6331556037410399,0.9729830997737856,0.974208362247764,0.9427773491900571,0.775376947904136,0.1201726546260848,0.9599896234771815,0.8734348689997564,0.8849624819551033,0.8790576054451704,0.8072582357769541,0.9330957993038804,0.936483534379794,0.8819435131633397,0.47751009626080204,0.9653901266966807,0.967200100339858,0.9372688468002095,0.6463713479439337
14,0.09304472176816815,0.968542890876625,0.9153775893800044,0.9267884722092242,0.9209243929363671,0.8618960214674302,0.9470170213076659,0.950539264624896,0.8943324078550385,0.6556953920821201,0.9727876140200752,0.9746425328250999,0.9442190865194792,0.7920483383808137,0.12213494174590159,0.959549988967522,0.8897762306949495,0.8836607523431557,0.8865831534169846,0.8151960618297103,0.9289809975518057,0.9363859919518559,0.8813074281369369,0.5141098296782431,0.963183150824558,0.9671480746537574,0.9369095289324696,0.679091859257153
15,0.0884557386688814,0.9711735483347187,0.926078897855023,0.931097196951036,0.9285506384399894,0.8732119441874991,0.9523141391326948,0.9558809163637866,0.8931079999994919,0.6915447212540236,0.9755746988087349,0.9774428579633497,0.9435362377627248,0.8176487592251482,0.11051698789853065,0.9644115494635213,0.8949070346863675,0.9072889560129229,0.9008676512032231,0.8346469851027702,0.937481946751715,0.9443336228427732,0.8935729888928566,0.5631993819237362,0.9677323170138082,0.9713699457211411,0.9437956647394319,0.7205726773385107
16,0.08299035223812531,0.9733990683400938,0.9328431918532732,0.9365492672017333,0.9346787153969329,0.8829705230207502,0.9564467376925355,0.9582261019572346,0.9030027558120837,0.7142064966211471,0.9777385903386205,0.9786674797144252,0.9490293727149778,0.833279418819708,0.13465869067171912,0.9534542262055374,0.8780646438943756,0.892121238370786,0.8833941150267881,0.8084749434098878,0.9141539020135818,0.9272704968158124,0.8722859809164191,0.5201893938937379,0.9551519353291967,0.9622629499567845,0.9317871199238463,0.6843744548973246
17,0.08081274297301523,0.9734157569370465,0.9318977733906642,0.9369095027648685,0.9343706434509342,0.8825571768470091,0.9561184009150218,0.9583435423843103,0.9040726717039723,0.7116940923847318,0.9775670025569876,0.9787287282771889,0.9496199227463658,0.8315669202231946,0.12324738773095667,0.963112452900748,0.9082230785999841,0.8821616496314608,0.8942464827945142,0.8256956807020244,0.9338130197771738,0.9437490198553294,0.8861569496583211,0.539063733517273,0.9657738470333499,0.9710605743997602,0.9396428540248228,0.7005086557201242
18,0.07531140032873039,0.9758854858890003,0.9384923975089134,0.945263807128711,0.941826562179729,0.8943549343691384,0.9608976834415089,0.9625738389248671,0.9075810537105348,0.7463671613996427,0.980058971516125,0.9809300621796646,0.9515517591713074,0.8547654558518187,0.11389000938083996,0.9625122270130939,0.8775342982365693,0.9022759132047062,0.8886988103601866,0.8197510494768917,0.9352956791087462,0.9407602006737025,0.8935452384045469,0.5094030797205714,0.9665661833534298,0.9694759819854591,0.9437801857397948,0.6749728903620628
19,0.07092884578857923,0.9763405078742671,0.9423254067041495,0.9465566544248674,0.9444212620221022,0.8985489458438378,0.9613220542620804,0.962452349369815,0.912526300892897,0.7578950788505588,0.9802796559316453,0.9808669746079575,0.954262747096748,0.8622756704520579,0.1273722655663443,0.9555415112875921,0.89557227253812,0.888641164817362,0.8913754534694861,0.8176035114119748,0.9144557227575805,0.9380929336442715,0.8550198958998132,0.5628454933462345,0.9553166593374336,0.9680577410494493,0.9218444479104696,0.720282965580592
20,0.07243732910427214,0.9759761096970714,0.943904272103963,0.9477060461485729,0.9457898468609816,0.9006174576590141,0.9600383601383914,0.9614297053357144,0.9139490428957383,0.7670527222662128,0.9796118072608706,0.98033562224517,0.9550401002447659,0.8681718576931196,0.1137824715925983,0.963551703761003,0.8845889227244959,0.9018910994331003,0.8929096231661129,0.8246147639365027,0.9387945228021165,0.9428624759604344,0.8874828780119676,0.5293191789714923,0.9684311687086914,0.9705910610001915,0.9403877389831016,0.6922285239724669
21,0.0784359916914903,0.9762350005667477,0.9391050507657505,0.9443085672119158,0.9416768834318294,0.8942621418169456,0.9610763572428229,0.9633268777398862,0.9096768907181491,0.7429684415669241,0.9801518984131334,0.9813209289411287,0.9527024127894016,0.8525322935836539,0.11257418534204142,0.9627301910281609,0.8776511635877069,0.9135445981614274,0.8933934735949249,0.8255523247670573,0.9343583752407147,0.9406258685639157,0.8990083722478978,0.528216683015701,0.9660654273786862,0.9694046480576948,0.9468187559207515,0.6912850630225671
22,0.0704828170238211,0.9771950926835253,0.944338098865088,0.9509178767782283,0.9475818870872537,0.9037135445592792,0.96166775149079,0.9642579754687145,0.9161874312884228,0.7727410199891895,0.9804593573600524,0.9818038032790785,0.9562607669041119,0.8718036208057721,0.11726678547389176,0.9627610428344475,0.8725263569283095,0.9131301079472737,0.8900152877314981,0.8212076050971301,0.9368941978495933,0.94169326028834,0.8902521683379455,0.5159907939126412,0.9674190762606251,0.9699711891135819,0.9419401106893065,0.6807307748624788
