epoch,train_loss,train_pixel_acc,train_macro_precision,train_macro_recall,train_macro_f1,train_miou,train_iou_soil,train_iou_bedrock,train_iou_sand,train_iou_big_rock,train_f1_soil,train_f1_bedrock,train_f1_sand,train_f1_big_rock,val_loss,val_pixel_acc,val_macro_precision,val_macro_recall,val_macro_f1,val_miou,val_iou_soil,val_iou_bedrock,val_iou_sand,val_iou_big_rock,val_f1_soil,val_f1_bedrock,val_f1_sand,val_f1_big_rock
1,0.30818759440560245,0.8575329036805851,0.6656899531560746,0.6608110426376749,0.6626532364015776,0.5607346853675971,0.7606940060255415,0.8027054575389299,0.6014772142347319,0.07806206367118539,0.8640842797462972,0.8905564180566025,0.7511530090944796,0.14481923870893088,0.41329144549310504,0.7636883670242868,0.6489021295035282,0.6744676671905208,0.6353045102292718,0.4935306964517173,0.6682560513292765,0.6587646363354346,0.4591041441502212,0.18799795399193692,0.8011432667022419,0.7942834346774856,0.6292959224199509,0.31649541711740886
2,0.2119670713399143,0.9160024268726735,0.7627641701278544,0.7795344477360739,0.7702243179121319,0.6775398280938055,0.8656672658118022,0.8749432440951718,0.7464942725444328,0.22305452992381522,0.9279974855909374,0.9333010445518222,0.8548488068689095,0.3647499346368583,0.2030972735909977,0.92175109676737,0.7844662489425097,0.7971691652888546,0.7875579393700973,0.6956505434982578,0.8721441129794243,0.8805137910953812,0.77099541205461,0.258948857863616,0.9317061725456408,0.9364608707091909,0.8706915972861872,0.41137311693937023
3,0.18511461551806227,0.9307239741439352,0.7958292062262968,0.8158636920623741,0.8048594722369429,0.7158322103476817,0.8880924749473369,0.8963812910255005,0.7857665400818892,0.2930885353360004,0.9407298495500181,0.945359770492455,0.8800327729798433,0.4533154959254555,0.1570800898124033,0.9477693508330757,0.8003615768238727,0.8562846979691358,0.8232322964103473,0.7466313629852216,0.920359741637306,0.9187999665150536,0.8510158825808051,0.2963498612077218,0.9585284691004027,0.9576818663211766,0.9195122425354899,0.4572066076843202
4,0.16473592101452658,0.9409634029621426,0.8240096794858682,0.8366619033072555,0.8299875663550544,0.7455061204552793,0.9033538400921328,0.9096230198749174,0.8210423771702542,0.3480052446838122,0.9492232301356323,0.9526728683172466,0.9017279196386734,0.5163262473286655,0.183476186788349,0.9341732451597661,0.82787902666804,0.8152899221672237,0.8206118382790377,0.7344297269585941,0.8773031936473922,0.8983005648331492,0.8380706319307134,0.3240445174231216,0.9346419870968427,0.9464260628417726,0.9119025323308093,0.4894767708467262
5,0.1598552004897513,0.9442231267635514,0.8346065446324001,0.8405144501399361,0.8374853442462064,0.7541564966655505,0.9085806970760115,0.9155591912808564,0.8242521075718723,0.36823399073346175,0.9521008972452675,0.9559184549846045,0.9036603045710799,0.5382617201838739,0.14658275411570842,0.9512199944692478,0.8599507327182448,0.8554422592291998,0.8575018900447562,0.7790990766223036,0.916396956057306,0.9235089909826991,0.8585419479579582,0.41794841149125117,0.9563748816864891,0.9602336098365809,0.9238876194328596,0.5895114492230953
6,0.14836743846999026,0.9469762729185366,0.8436574347258042,0.8572960530471296,0.8501232955587198,0.7687430436404504,0.9111524837994424,0.9184174619450013,0.8410762808680884,0.4043259479492696,0.9535110270087497,0.9574740432287115,0.9136789057659804,0.5758292062314374,0.1334235240608009,0.9549607456097646,0.8594932706137324,0.885343063288442,0.8714185521125359,0.7951400882342051,0.9192245039739103,0.9349245791788712,0.8584695233593629,0.4679417464246759,0.9579124298070408,0.9663679806839228,0.9238456833094921,0.6375481146496879
7,0.14278568342948952,0.94968427869741,0.8493519854100556,0.8638602892394518,0.8562391408071546,0.7763582024141943,0.9156794980451114,0.9233465807779045,0.8452623640764682,0.4211443667572931,0.95598402444569,0.9601458104383587,0.9161432872978478,0.592683441046722,0.13431044780088597,0.9527326422027563,0.837380465582453,0.8859182574516725,0.8569543435871179,0.7800783866678023,0.9168452258310235,0.9299012402695184,0.8654852550552012,0.4080818255154657,0.9566189418689849,0.9636775404519369,0.9278928929718336,0.5796279990557157
8,0.1323769015667784,0.9545389096495227,0.8657881108379584,0.8761311927754976,0.8707908808405247,0.7944896485685629,0.9248520239644197,0.9291818601994455,0.858947793671847,0.4649769164385395,0.9609590892697465,0.9632911021700165,0.9241225564218388,0.6347907755004969,0.12329007553594623,0.9594517789863753,0.8642547291639051,0.889429861394551,0.8761877129751638,0.8028492881846309,0.9303766124836839,0.9415072702562223,0.8658348152435921,0.47367845475502507,0.9639327439697367,0.9698725157299929,0.928093749960484,0.6428518422404417
9,0.12946507197617094,0.9551240119146094,0.8622773437541138,0.8822148340786345,0.8715933704997926,0.7954716469982767,0.9252000638230803,0.9320155485610843,0.8566436311758558,0.4680273444330864,0.9611469282681491,0.9648116437310689,0.9227873532551415,0.6376275567448108,0.12788363997430646,0.955519825434775,0.8337134142423962,0.9115083476913917,0.8630288865774671,0.7887863446263941,0.927136355649376,0.9305950294432351,0.8783057351357266,0.41910825827723824,0.9621907167398982,0.9640499589508703,0.9352106195552777,0.5906642510638219
10,0.12651056420308218,0.9568418821242387,0.872399522793618,0.8846565056971775,0.8782623761052221,0.8041057899751434,0.9279977813508015,0.932477133196374,0.8675974290983454,0.4883508162550524,0.9626544079320899,0.9650589051509719,0.929105400960789,0.6562307903770374,0.11783917062911228,0.9597887233152614,0.8731110812329494,0.8913158456495375,0.8817485243702529,0.809983718871078,0.9310630568803138,0.9373812819976554,0.8806452826681699,0.49084525393817346,0.9643010398469216,0.9676786812254391,0.9365352315863439,0.658479144822307
